role,path,partner,valid,error,shape,canonical_shape,dtype,values,min,max,mean,std,p0,p0_1,p1,p5,p25,p50,p75,p95,p99,p99_9,p100,outside_0_1,nan_count,inf_count,sha256_canonical
train_noisy,train (1)/train/NoisyLR/000010.npy,train (1)/train/GT/000010.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.0033746028784662485,1.4051101207733154,0.4975693443952025,0.2280275394524333,-0.0033746028784662485,0.02043967517837882,0.06101105831563473,0.13365770131349564,0.333632692694664,0.4909219443798065,0.650844007730484,0.8881842166185379,1.0487978792190553,1.1994269593954294,1.4051101207733154,268,0,0,a7fe1b55aab76d5c1d512d7d1658f45eb7d45ce467fcb889f513f23b561af617
train_noisy,train (1)/train/NoisyLR/000011.npy,train (1)/train/GT/000011.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.00444362498819828,1.297839641571045,0.5365456276684313,0.233537338905435,0.00444362498819828,0.028468382202088832,0.08407017938792706,0.16167497262358665,0.35533062368631363,0.545761913061142,0.7099850922822952,0.9110838502645492,1.0316422414779662,1.1603900579214121,1.297839641571045,268,0,0,78e531fb58dbaeb12e1442a1360e5857cb6eb50cacf6c6d331d2e0b7f17999c0
train_noisy,train (1)/train/NoisyLR/000012.npy,train (1)/train/GT/000012.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.020599503070116043,1.4307210445404053,0.25274729202146773,0.1914825529077486,0.020599503070116043,0.04529037637263537,0.07075090788304805,0.09791470244526863,0.1469990611076355,0.19229312241077423,0.26330843567848206,0.7275323748588558,0.9893761318922043,1.2446932852268333,1.4307210445404053,150,0,0,d0cf51c250ac45bf52b4e4571254570dd9f72ea480e2b302b0dfd87ddf355b07
train_noisy,train (1)/train/NoisyLR/000013.npy,train (1)/train/GT/000013.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.019195398315787315,1.681573748588562,0.7818525901212752,0.2923183441593191,0.019195398315787315,0.04528348454460502,0.10341319523751735,0.17745904028415682,0.6742637604475021,0.8378880023956299,0.9764251112937927,1.1684516966342926,1.311793202161789,1.5005257556438458,1.681573748588562,3482,0,0,e1636b3a96212a4e69e2564e1b29b3b58d3774588a2752ec5b74c918c8693f9c
train_noisy,train (1)/train/NoisyLR/000014.npy,train (1)/train/GT/000014.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.026551134884357452,1.6335859298706055,0.7956735660378627,0.2738292224080689,0.026551134884357452,0.04891897058114409,0.10212728172540665,0.17751725912094116,0.7182047814130783,0.853020191192627,0.969447985291481,1.1347817599773404,1.262431812286377,1.4078961398601562,1.6335859298706055,3214,0,0,ee45160849f8b9be4db637abe481a77460627e56742522f0f8ba0b92eed52429
train_noisy,train (1)/train/NoisyLR/000015.npy,train (1)/train/GT/000015.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.007161327172070742,1.585473656654358,0.7587977626920122,0.2962689741808014,0.007161327172070742,0.04800169095769524,0.09937717959284782,0.16341289207339288,0.6596597135066986,0.8384882211685181,0.9588614255189896,1.1225270032882688,1.248957633972168,1.3855600312948393,1.585473656654358,2929,0,0,1f7d926308144be455c7d62c64daacbacc37b389621d5b26b5c42cada62d8b08
train_noisy,train (1)/train/NoisyLR/000016.npy,train (1)/train/GT/000016.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.025143014267086983,1.6520973443984985,0.7982124837433915,0.24099024893654972,-0.025143014267086983,0.01088631286844611,0.08391762539744378,0.3309204429388046,0.6760535389184952,0.8186620473861694,0.9540395140647888,1.1521378695964812,1.296122236251831,1.4676915748119381,1.6520973443984985,3020,0,0,05e725ea7b9ce39695cd65e2a566e72b4371eee5e3fdc59f466be7a588d105cf
train_noisy,train (1)/train/NoisyLR/000017.npy,train (1)/train/GT/000017.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.011460768058896065,1.2589951753616333,0.5915948117020662,0.21643402496519037,-0.011460768058896065,0.05443534056097269,0.11750673174858094,0.19685763344168664,0.4388216733932495,0.6238640546798706,0.7486220151185989,0.9078802525997162,1.0200824928283692,1.1436305513382137,1.2589951753616333,219,0,0,9dfbb8c7e9e9e1223010b6f8f745fd77d7a52cabe59f69cde56065676578e8cf
train_noisy,train (1)/train/NoisyLR/000018.npy,train (1)/train/GT/000018.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.0030410438776016235,1.4285067319869995,0.5999810604181448,0.2192416486987145,-0.0030410438776016235,0.05330206398293376,0.11657899208366872,0.2028468929231167,0.45160578191280365,0.6277494728565216,0.7568632811307907,0.9249600410461425,1.049616138935089,1.1779089697599427,1.4285067319869995,342,0,0,85876494a6d6b3dbdf5913cb152ad81c9bc385b8b756f18f6a2fa7e462f4d9df
train_noisy,train (1)/train/NoisyLR/000019.npy,train (1)/train/GT/000019.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.009936096146702766,1.3405702114105225,0.594529252863083,0.2181531693132202,0.009936096146702766,0.056838016647845505,0.11722623139619827,0.19585120528936387,0.4458205923438072,0.6251449882984161,0.7544921487569809,0.9144645869731903,1.0275667464733125,1.1734074054956498,1.3405702114105225,255,0,0,53bf255cd5c296334caab752162ad048ea38233f3cf26ae60322ac77cfa6f133
train_noisy,train (1)/train/NoisyLR/000020.npy,train (1)/train/GT/000020.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.035195186734199524,1.4826202392578125,0.5845331124899076,0.21533267551060778,0.035195186734199524,0.061397001154720784,0.08594783090054989,0.137445667386055,0.47686655074357986,0.6082473397254944,0.726835235953331,0.901439908146858,1.0288356637954712,1.1644674874544196,1.4826202392578125,231,0,0,46eb50f8a82e05d5d6ba8d596bcfe236f60d282076dee093f79eaa9622ad3ddf
train_noisy,train (1)/train/NoisyLR/000021.npy,train (1)/train/GT/000021.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.01665452867746353,1.035732626914978,0.3831316107538214,0.1513292581973457,0.01665452867746353,0.028320448726415634,0.0529781822860241,0.08668831214308739,0.31213270872831345,0.40447887778282166,0.47953858226537704,0.5990356862545012,0.7121987676620484,0.8882433406710772,1.035732626914978,2,0,0,ccb370154d11d70ffdf740e6bee01ca91143cd620e568ca027b457507019ada2
train_noisy,train (1)/train/NoisyLR/000022.npy,train (1)/train/GT/000022.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.007020998280495405,1.1447616815567017,0.3707578493171866,0.14676414122752304,-0.007020998280495405,0.01892874302715063,0.041813288144767286,0.07780568674206734,0.30217400938272476,0.38887403905391693,0.46236753463745117,0.5831305146217345,0.6948714119195939,0.904090444684029,1.1447616815567017,6,0,0,a5427b5188bf221e74842c22379c6cda467967411487ec01bd53d2ca827f9a54
train_noisy,train (1)/train/NoisyLR/000023.npy,train (1)/train/GT/000023.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.0021659955382347107,1.0727331638336182,0.37121502362892755,0.14460336882439384,-0.0021659955382347107,0.022993764834478497,0.044750420935451986,0.07895115315914154,0.3041227087378502,0.39124780893325806,0.46282973140478134,0.576934352517128,0.6874688363075256,0.8468886424899167,1.0727331638336182,3,0,0,30baf4ba775e463ad6282a99e181576749ff71e1e572fa3958449a2b575609aa
train_noisy,train (1)/train/NoisyLR/000024.npy,train (1)/train/GT/000024.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.02357049472630024,1.4102561473846436,0.39148675204278405,0.20599028007567902,-0.02357049472630024,0.016801749182865023,0.056000555902719504,0.11313232071697712,0.2341049611568451,0.36025603115558624,0.5187270790338516,0.7790383487939834,0.9612111675739289,1.1539777982234978,1.4102561473846436,108,0,0,f4c69b127d5fb7f8c15b3c3481c411179cb539f5ed88ff9f97f3540197ff1ff7
train_noisy,train (1)/train/NoisyLR/000025.npy,train (1)/train/GT/000025.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.019422335550189018,1.283496379852295,0.24182072511980124,0.16111717359789646,-0.019422335550189018,0.0112625386249274,0.03490272544324398,0.06972129344940185,0.13675391674041748,0.1970095857977867,0.294247142970562,0.591982266306877,0.8140559607744218,1.0317429592609575,1.283496379852295,27,0,0,6f3ac9f93388375f759b38915c126c305247645f00fcd0b1e3bd136bf3ae29e3
train_noisy,train (1)/train/NoisyLR/000026.npy,train (1)/train/GT/000026.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.001270187203772366,1.2459715604782104,0.24168967635644378,0.15974635336750126,0.001270187203772366,0.012158747897483408,0.036161222085356715,0.07225076295435429,0.13842617720365524,0.19842936098575592,0.2933024540543556,0.5876393556594843,0.8144818133115771,1.0193887866735474,1.2459715604782104,21,0,0,8b54bb251c7c61cf2d2a8314bb9cc552cce696503be971d3ef5d4d913c0fe5f0
train_noisy,train (1)/train/NoisyLR/000027.npy,train (1)/train/GT/000027.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.012583830393850803,1.372061014175415,0.24043122089183488,0.1605800378751532,-0.012583830393850803,0.014086919157765805,0.03529099628329277,0.07066069841384888,0.13586435839533806,0.19770483672618866,0.2910408526659012,0.5855284959077836,0.8223341703414917,1.0454682257175456,1.372061014175415,38,0,0,de13f8ac221256d97cc07f9efe92668df47685aa9ea6a59b52a4662d066f003b
train_noisy,train (1)/train/NoisyLR/000028.npy,train (1)/train/GT/000028.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.008710519410669804,1.4268943071365356,0.6832525491107404,0.23252752159897508,-0.008710519410669804,0.023683214230462907,0.10302485309541226,0.25824782997369766,0.5380910485982895,0.708163321018219,0.8456455320119858,1.0293324470520018,1.1550273621082305,1.2924624360799915,1.4268943071365356,1088,0,0,e4601c8e0cb876170ba2aef9471122cfd9fbfc07e1e08b8c100d33283b88bc97
train_noisy,train (1)/train/NoisyLR/000029.npy,train (1)/train/GT/000029.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.00025012862170115113,1.4704421758651733,0.5092830166077498,0.21260802241762505,-0.00025012862170115113,0.026342635028064252,0.07562054693698883,0.1675188943743706,0.3460238054394722,0.5197129547595978,0.6610011905431747,0.8460769116878508,0.9969861882925034,1.1796725344658052,1.4704421758651733,160,0,0,123332d0d119082ab77d27cde485e1d317ea5bab204077555560e5020d54bf6d
train_noisy,train (1)/train/NoisyLR/000030.npy,train (1)/train/GT/000030.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.001560224569402635,1.2466708421707153,0.49226085771855566,0.20542672358994926,-0.001560224569402635,0.03412222335487604,0.07551915146410465,0.16580233499407768,0.323278971016407,0.5069694817066193,0.6442484259605408,0.8129986554384231,0.9432211124897004,1.0990074914693837,1.2466708421707153,78,0,0,d86e8b59ff21ff2970cab1f6f45bdfd2b6182a873b0d8f22aed9de7506bbb9ab
train_noisy,train (1)/train/NoisyLR/000031.npy,train (1)/train/GT/000031.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.0007876661256887019,1.3946404457092285,0.5100878138347902,0.2109313092026678,0.0007876661256887019,0.03275409547612071,0.07361362829804421,0.16804803833365442,0.3449532687664032,0.5230840146541595,0.6612308323383331,0.8418380677700043,0.9845954930782319,1.228024328231818,1.3946404457092285,139,0,0,6a08be063b5ae84d8391bcef3853b1337fde9705a3bd691ccfbe1612fc8e28c1
train_noisy,train (1)/train/NoisyLR/000032.npy,train (1)/train/GT/000032.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.014598268084228039,1.481552004814148,0.6563559116214881,0.3089276960887994,-0.014598268084228039,0.011347940450534224,0.057465187311172485,0.1165208026766777,0.49014095962047577,0.7252759039402008,0.8857797682285309,1.0657156944274901,1.182916989326477,1.3012626866102242,1.481552004814148,1682,0,0,4cd47da2e48ada77ad49e95de228fcda17a0490e845c56fa9e19b8fe59274aa1
train_noisy,train (1)/train/NoisyLR/000033.npy,train (1)/train/GT/000033.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.04034125804901123,1.4630719423294067,0.5863875218997121,0.3242691341248744,-0.04034125804901123,-0.01337172361742705,0.019117038678377867,0.047021996602416044,0.23232833668589592,0.692334771156311,0.8344030231237411,1.0072487890720367,1.1259659278392793,1.2589564236402517,1.4630719423294067,947,0,0,6ad2029c740ea26cf6f5b19f677ba22bbb6b985dee50086ffe1dda0f1753329d
train_noisy,train (1)/train/NoisyLR/000034.npy,train (1)/train/GT/000034.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.03652001544833183,1.4717029333114624,0.6349738214573037,0.31721999246331334,-0.03652001544833183,-0.011412381005473435,0.0206528989225626,0.058604333922266966,0.37775541096925735,0.7353512346744537,0.8615158349275589,1.0307715713977814,1.153740941286087,1.2905113697052024,1.4717029333114624,1193,0,0,9f4fc60e45ab94b2726e996aba4d93616e9be9040eec9b60ec6ed904a2b683ba
train_noisy,train (1)/train/NoisyLR/000035.npy,train (1)/train/GT/000035.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.04923319071531296,1.562296986579895,0.5912040840634276,0.328830413702045,-0.04923319071531296,-0.011637881523929538,0.01686928590759635,0.04302423521876336,0.23987507075071335,0.6858039796352386,0.8382211774587631,1.0304427087306975,1.16460231423378,1.3103452357053924,1.562296986579895,1177,0,0,10d9f3fb4f2152c038e05988de02d031e4f07ae9f5a6a467c8974914c46823c8
train_noisy,train (1)/train/NoisyLR/000036.npy,train (1)/train/GT/000036.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.049201544374227524,1.2120472192764282,0.39929296973400596,0.1204241996371507,-0.049201544374227524,0.09206391773372888,0.1596268120408058,0.219592322409153,0.31612034887075424,0.3900423049926758,0.47246691584587097,0.6099689036607742,0.7193723225593567,0.9644706953764125,1.2120472192764282,12,0,0,68e0fba57ac9a80a73a14032a396039d2a525eecf6c7eeb25a08713124163c05
train_noisy,train (1)/train/NoisyLR/000037.npy,train (1)/train/GT/000037.npy,True,,"(128, 128)","(128, 128)",float32,16384,-8.245275967055932e-05,1.3645213842391968,0.6065207911608481,0.2062632893824548,-8.245275967055932e-05,0.027996896252036094,0.07553020022809506,0.19253039360046387,0.49639081954956055,0.625946044921875,0.7404067367315292,0.9149493187665938,1.0470493710041047,1.202118022084241,1.3645213842391968,302,0,0,78db7dddb7b6768b08323f0ded92808883719a1118466c6eb75631ddc761288d
train_noisy,train (1)/train/NoisyLR/000038.npy,train (1)/train/GT/000038.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.0022407996002584696,1.3562557697296143,0.5901761516445987,0.20259465909255944,-0.0022407996002584696,0.03082542172446847,0.07014507338404656,0.19747150093317034,0.47693948447704315,0.6050781607627869,0.7238115668296814,0.8979469925165176,1.0305769073963165,1.207881792545332,1.3562557697296143,241,0,0,0ed4db53432f65c9bf1678839b279e665b15302918723be5bf15ab177637fb16
train_noisy,train (1)/train/NoisyLR/000039.npy,train (1)/train/GT/000039.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.008497464470565319,1.4226106405258179,0.5936302031642526,0.19812899145438342,0.008497464470565319,0.031151048684492706,0.07197785705327989,0.17555168494582177,0.496494397521019,0.6170535683631897,0.7232958227396011,0.8765452295541762,0.9950108617544174,1.1300094863176497,1.4226106405258179,155,0,0,a72b118019f2fea144b2bee0f849ae6abb19bd5fdc9c9bf237d1f4e1b9525bd8
train_noisy,train (1)/train/NoisyLR/000040.npy,train (1)/train/GT/000040.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.0007300623110495508,1.3473987579345703,0.4606325118046115,0.19738490897926156,-0.0007300623110495508,0.028360137628391385,0.07649497792124749,0.16200149804353714,0.313073106110096,0.4501207321882248,0.5914228707551956,0.8033158481121063,0.9553009569644929,1.158493761062627,1.3473987579345703,94,0,0,c292167f3e55686822fcfcd1852bb9efab5978da40e0e44441feb8a6c4869ba2
train_noisy,train (1)/train/NoisyLR/000041.npy,train (1)/train/GT/000041.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.02139429561793804,1.2666605710983276,0.38911765315035096,0.2574262572534809,-0.02139429561793804,-0.009354498046450317,-4.9819363084679244e-05,0.023722010198980573,0.1741192229092121,0.3541422486305237,0.5913853496313095,0.8310399264097212,0.9757806432247162,1.1333599786758626,1.2666605710983276,278,0,0,484ad4e965241c9ba9898fd239c676d64230654866bc43c1a40dd574acb16480
train_noisy,train (1)/train/NoisyLR/000042.npy,train (1)/train/GT/000042.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.07983317226171494,1.5630152225494385,0.3692915330859417,0.2675538624455007,-0.07983317226171494,-0.02053007173165679,-0.005400322903878986,0.011425809049978856,0.14384357631206512,0.32387007772922516,0.5677620023488998,0.8454572230577467,1.0258764457702636,1.212717429399497,1.5630152225494385,526,0,0,0d48b00331248685ae942553c2987d9655b703465b7b82e43679128975137243
train_noisy,train (1)/train/NoisyLR/000043.npy,train (1)/train/GT/000043.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.025685472413897514,1.2977972030639648,0.3781098013909826,0.26630441179773046,-0.025685472413897514,-0.013548969845287502,-0.0028845735359936953,0.010354390274733305,0.14670991897583008,0.3429150730371475,0.5913834720849991,0.8359081357717512,0.9678211867809297,1.1267057896852561,1.2977972030639648,396,0,0,6c1a0790ce96493559ad62c27fa1ea066d8afad6d47600206e803ccf6506b39b
train_noisy,train (1)/train/NoisyLR/000044.npy,train (1)/train/GT/000044.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.0475342757999897,1.714219093322754,0.34806914545188405,0.31103988839810204,-0.0475342757999897,-0.0025293184202164415,0.00733388607390225,0.03350338097661734,0.11241214722394943,0.23220113664865494,0.5037485510110855,1.0057051062583922,1.2017691540718078,1.3973752634525316,1.714219093322754,873,0,0,ba69942fb4d38dd354852a45e7d863511be203fc38f8fd6ae02f43000de68bf2
train_noisy,train (1)/train/NoisyLR/000045.npy,train (1)/train/GT/000045.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.01721383072435856,1.3083710670471191,0.531716305319037,0.20778352245685242,0.01721383072435856,0.046344770170748235,0.10894895926117897,0.19821772798895837,0.3768501952290535,0.5308379232883453,0.6818186640739441,0.8718055278062821,0.9998796755075455,1.1640929427146953,1.3083710670471191,164,0,0,2c9dfb94c0a20dc0beeb9c9e3156a7a52227ca7e0dd6593f12eb8fa43d7b221c
train_noisy,train (1)/train/NoisyLR/000046.npy,train (1)/train/GT/000046.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.018868647515773773,1.3554123640060425,0.5321726679264884,0.21476392261552726,0.018868647515773773,0.044238127518445254,0.0995060208439827,0.19226305037736896,0.36951515823602676,0.5298387706279755,0.686136320233345,0.8849029868841166,1.0273600161075591,1.1974980010986411,1.3554123640060425,230,0,0,3dabce4e8cf992ab61a10ef9a06845d868c87c8bdc745590616f1c971c804326
train_noisy,train (1)/train/NoisyLR/000047.npy,train (1)/train/GT/000047.npy,True,,"(128, 128)","(128, 128)",float32,16384,-9.476298873778433e-05,1.475258231163025,0.5297698561396382,0.2095709586959753,-9.476298873778433e-05,0.0396068597137928,0.10121404752135277,0.18622774109244347,0.3755745142698288,0.5309513509273529,0.6798373013734818,0.8687170445919036,0.9991706168651581,1.1981018404960826,1.475258231163025,163,0,0,6c0ae2c02edf2a0f6db14ea358d4bca36373927a0e3a3ffac738892d3f54dec7
train_noisy,train (1)/train/NoisyLR/000048.npy,train (1)/train/GT/000048.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.006245862226933241,1.586019515991211,0.18483283774487802,0.25538087430653095,-0.006245862226933241,0.029195248018950223,0.03838536281138658,0.04626228827983141,0.05903032887727022,0.07033615186810493,0.09104179218411446,0.8059987396001813,1.0250379490852357,1.2349687637090718,1.586019515991211,200,0,0,ac96485424ab77dd1ff8287f67519b68a89101358d90d0a5d34f6f6c42e912ee
train_noisy,train (1)/train/NoisyLR/000049.npy,train (1)/train/GT/000049.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.06925925612449646,1.1708776950836182,0.4736041786123486,0.14580896366415935,-0.06925925612449646,-0.004780889132875022,0.08859673634171486,0.2291676715016365,0.3836584687232971,0.4751427620649338,0.5678821951150894,0.7071661233901976,0.814299738407135,0.9332190201282597,1.1708776950836182,25,0,0,2a18e1e2f797ad0f3c4ee1d34c2b16bb2607cc0e90dad14eb7bec653e7199adf
train_noisy,train (1)/train/NoisyLR/000050.npy,train (1)/train/GT/000050.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.0949362963438034,1.101843237876892,0.4771950017634694,0.14990012286620738,-0.0949362963438034,-0.01130494209844619,0.0887892047315836,0.22816415652632713,0.3831034451723099,0.4769089072942734,0.5745771378278732,0.7209033459424972,0.8335444355010987,0.938803742885592,1.101843237876892,26,0,0,2068cce5cad2fd81ea54844594d9ac9a4dbce20a39fff8133f465def08339f41
train_noisy,train (1)/train/NoisyLR/000051.npy,train (1)/train/GT/000051.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.09915529191493988,1.2124416828155518,0.4783916315555867,0.1541693184223042,-0.09915529191493988,-0.008140852858312429,0.08728606782853604,0.22686931863427165,0.37909558415412903,0.4785839915275574,0.5788127779960632,0.7295913130044936,0.8451284748315812,0.9951159446835557,1.2124416828155518,37,0,0,5a9a7bb3577f2e5b5f203fc666ff1b075349463d492767cd92ce01c9801bb9b5
train_noisy,train (1)/train/NoisyLR/000052.npy,train (1)/train/GT/000052.npy,True,,"(128, 128)","(128, 128)",float32,16384,0.03675331175327301,1.440768837928772,0.6559389430201463,0.1437485837291183,0.03675331175327301,0.16572949284315108,0.3565354803204536,0.43828233182430265,0.5580435395240784,0.6455934643745422,0.7447565644979477,0.9042206078767775,1.036578584909439,1.184051383495334,1.440768837928772,274,0,0,ef5e978143f95d08125e653efb70a0640559e36cedb8abee0a88b7afb15e1d82
train_noisy,train (1)/train/NoisyLR/000053.npy,train (1)/train/GT/000053.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.03182025998830795,1.262935996055603,0.4108139930378948,0.23291493428376694,-0.03182025998830795,-0.006628804625477642,0.057880899049341676,0.09965368807315826,0.1905672624707222,0.404278963804245,0.5965451747179031,0.7931491523981093,0.9263117551803589,1.0806989609003113,1.262935996055603,89,0,0,97537e0ed1fd20ce24e2fb46088dc8874872746566a66cc9b55f4cc57c053a18
train_noisy,train (1)/train/NoisyLR/000054.npy,train (1)/train/GT/000054.npy,True,,"(128, 128)","(128, 128)",float32,16384,-0.02762581594288349,1.3471723794937134,0.41073377150286916,0.2260736038206895,-0.02762581594288349,0.003184812106192111,0.06542224936187267,0.09628564342856408,0.19785352423787117,0.422373428940773,0.5799206793308258,0.7781511187553405,0.9331069546937942,1.1328131263256087,1.3471723794937134,101,0,0,e69c7239bc5878320d585c12911c8a7eb6c4bc14b26005635832a726149a145a
